hhid,region,urbrur,hhsize,land_ownership,land_area,landcul,landless,TLU_total,thhagasset,hhdurval,wealth,wealth_urb,wealth_rur,femhead,agehead,hhlabor,flabor,flaborshare,educadult,educhead,d_mobile,d_computer,d_internet,electricity,ownhome,distprschool,distsecschool,disthealth,distbus,distroad,distbank,distpost,agrassetNT,agrassetT,pcexpusd,exppcday,hhdurvalimp_tech,MVadoption,mixed_crop,erosion,anti_erosion,shock_1,shock_2,shock_3,shock_4,shock_5,shock_6,shock_7,shock_8,shock_9,shock_10,shock_11,shock_12,shock_13,shock_14,shock_15,shock_16,shock_17,shock_18,shock_19,m_10km,m_15km,m_20km,food_insecur,dummy_erosion,distextension_servoffice,distperiodic_market,distpermanent_market,dcrop_prod,rainfall2,rainfall3,distrib_rainfall3,length_heatperiod2,length_heatperiod3,more_drought1,more_floods1,delay_rainy_season1,earlierend_rainy_season1,pl,poor,dsmall,l1_precip_z,precip_z_neg,precip_z_pos,precip_z_low,precip_z_high,precip_z_low_yrbefore,precip_z_high_yrbefore,precip_z_neg_yrbefore,precip_z_pos_yrbefore,extra_temp_max29,l1_extra_temp29,modern_inputs_1,ln_farmsize,ln_areacultiv,ln_educ,ageheadsqure,logage,logagehead2,ln_hhsize,ln_distextension_servoffice,ln_distpermanent_market,ln_total_livstocksize,tractor,cooperative,field_help,irrig_programme,dum_cropresid,dum_organ_fert,dum_inorgan_fert,dum_subjective_neg_affect,sandy_soil,loamy_soil,clay_soil,hill_topog,plain_topog,gentleslope_topog,steepslope_topog,valley_topog,modern_inputs
11109,5,1,8,0,.15000001,0,1,0,43300,4623500,.81302512,-.12751141,0,0,53,1,1,1,0,0,1,0,0,1,1,2,2,2,2,0,0,1,2,0,501.07474,1.3728075,3637500,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37442,59230,87245,1,0,5,0,0,1,0,1,1,0,1,0,1,0,1,176621.91,0,1,-.47945526,0,1,0,0,0,0,1,0,108.97905,109.44794,0,.13976195,0,0,2809,3.9889841,7.9409399,2.1972246,1.7917595,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11110,5,1,6,1,.40000001,.40000001,0,0,97700,2916000,.15360348,-.57745677,0,0,34,1,1,1,9,0,1,0,0,0,0,0,1,2,1,1,1,1,4,0,522.61407,1.4318194,1148000,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37442,59230,87245,0,0,2,1,1,0,1,0,1,0,1,1,0,1,1,182635.2,0,1,.47693041,1,0,0,0,0,0,0,1,96.823341,87.431717,0,.33647224,.33647224,0,1156,3.5553482,7.0535855,1.9459101,1.0986123,.69314718,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
11112,5,1,4,1,.80000001,.80000001,0,0,109950,1869000,-.087752789,-.71873146,0,0,62,1,1,1,0,0,1,0,0,0,0,0,1,2,1,1,1,1,4,0,446.56128,1.2234555,1189000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37442,59230,87245,0,0,2,1,1,0,1,0,1,0,1,1,0,1,0,182635.2,0,1,.47693041,1,0,0,0,0,0,0,1,96.823341,87.431717,0,.58778667,.58778667,0,3844,4.1431346,8.254529,1.6094379,1.0986123,.69314718,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0
11202,5,1,10,1,10,10,0,.1,192000,1814000,-.31992558,-.7655825,0,0,73,1,1,1,9,0,0,0,0,0,0,2,3,1,1,1,1,1,7,0,422.68924,1.1580527,1474000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33335,53081,80318,0,1,2,1,1,1,0,0,0,0,1,1,1,1,1,182635.2,0,0,.44924235,1,0,0,0,0,0,0,1,96.587448,87.136864,1,2.3978953,2.3978953,0,5329,4.3040652,8.5811062,2.3978953,1.0986123,.69314718,.095310181,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
11202,5,1,9,0,2,0,1,0,213115,2231000,.1252463,-.56921613,0,0,42,1,1,1,0,0,1,0,0,0,1,2,2,0,1,0,0,1,10,0,629.51416,1.7246963,1415000,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33335,53081,80318,0,0,35,0,0,1,0,1,1,1,0,0,1,0,0,176621.91,0,1,-.51684743,0,1,0,0,0,0,1,0,108.4882,108.7188,1,1.0986123,0,0,1764,3.7612002,7.4759059,2.3025851,3.583519,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
11203,5,1,4,0,3,0,1,4.0999999,363050,1118750,-.37153363,-.84641874,0,0,73,1,1,1,0,0,1,0,0,0,0,2,3,1,1,1,1,1,13,0,365.09738,1.0002668,438750,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33335,53081,80318,0,1,2,1,1,1,0,1,0,1,0,1,1,1,0,182635.2,0,1,.44924235,1,0,0,0,0,0,0,1,96.587448,87.136864,1,1.3862944,0,0,5329,4.3040652,8.5811062,1.6094379,1.0986123,.69314718,1.6292405,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
11203,5,1,7,1,4,1,0,.2,328900,1381500,-.13618788,-.74628502,0,0,74,1,1,1,0,0,1,0,0,0,1,2,2,0,1,0,0,1,15,0,533.08643,1.4605107,1041500,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33335,53081,80318,0,0,35,0,0,1,0,1,1,1,0,0,1,1,0,176621.91,0,1,-.51684743,0,1,0,0,0,0,1,0,108.4882,108.7188,1,1.6094379,.69314718,0,5476,4.3174882,8.6083126,2.0794415,3.583519,0,.18232156,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1
11205,5,1,6,1,.97860003,.1323,0,.2,197350,3427000,.062052976,-.52196234,0,0,59,1,1,1,0,0,0,0,0,0,1,2,3,1,1,1,1,1,7,0,414.99832,1.1369817,2747000,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33335,53081,80318,0,1,2,1,1,1,1,0,1,0,1,1,1,1,1,182635.2,0,1,.44924235,1,0,0,0,0,0,0,1,96.587448,87.136864,1,.68238956,.12425096,0,3481,4.0943446,8.1553621,1.9459101,1.0986123,.69314718,.18232156,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1
11205,5,1,7,0,2,0,1,.69999999,257150,3137000,.45687261,-.37206396,0,0,62,1,1,1,0,0,0,0,0,1,1,2,2,0,1,0,0,1,8,1,736.58868,2.0180511,1777000,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33335,53081,80318,1,0,35,0,0,1,1,0,1,0,0,1,1,1,1,176621.91,0,1,-.51684743,0,1,0,0,0,0,1,0,108.4882,108.7188,1,1.0986123,0,0,3844,4.1431346,8.254529,2.0794415,3.583519,0,.53062826,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
11206,5,1,3,1,.1498,.0016,0,.44999999,146500,745000,-.45966932,-.8941527,0,0,25,1,1,1,0,0,0,0,0,0,1,2,3,1,1,1,1,1,5,0,415.53622,1.1384554,745000,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,33335,53081,80318,1,1,2,1,1,1,1,0,1,0,1,1,0,1,1,182635.2,0,1,.44924235,1,0,0,0,0,0,0,1,96.587448,87.136864,1,.13958801,.0015987214,0,625,3.2580965,6.4393506,1.3862944,1.0986123,.69314718,.37156355,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1
11206,5,1,2,0,2,0,1,0,88300,1431000,-.23246379,-.85316515,0,0,28,1,1,1,0,0,0,0,0,0,0,2,2,0,1,0,0,1,4,0,999.20575,2.73755,1431000,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33335,53081,80318,1,1,35,0,0,1,0,1,0,1,0,1,1,1,1,176621.91,0,1,-.51684743,0,1,0,0,0,0,1,0,108.4882,108.7188,0,1.0986123,0,0,784,3.3672957,6.6656837,1.0986123,3.583519,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
11207,5,1,2,1,.12639999,.12639999,0,0,51500,4803000,.6993342,-.27433521,0,0,21,1,1,1,9,0,1,0,0,1,0,2,3,1,1,1,1,1,2,0,1254.1749,3.4360957,3103000,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33335,53081,80318,0,0,2,1,1,1,1,0,1,0,1,1,1,1,1,182635.2,0,1,.44924235,1,0,0,0,0,0,0,1,96.587448,87.136864,0,.1190267,.1190267,0,441,3.0910425,6.09131,1.0986123,1.0986123,.69314718,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
11207,5,1,3,0,.80000001,0,1,0,167325,5916500,1.606859,.29698604,0,0,24,1,1,1,0,0,1,0,0,1,1,2,2,0,1,0,0,1,7,0,1397.6652,3.8292196,3570500,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33335,53081,80318,0,0,35,0,0,1,1,0,1,0,1,1,1,1,1,176621.91,0,1,-.51684743,0,1,0,0,0,0,1,0,108.4882,108.7188,0,.58778667,0,0,576,3.2188759,6.3578424,1.3862944,3.583519,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
11209,5,1,5,1,.30180001,.30180001,0,.44999999,130100,1502750,-.16969989,-.73530376,0,0,53,1,1,1,9,0,1,0,0,0,1,2,3,1,1,1,1,1,4,0,284.75467,.78014976,822750,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33335,53081,80318,0,0,2,1,1,1,1,0,1,0,1,1,0,1,1,182635.2,1,1,.44924235,1,0,0,0,0,0,0,1,96.587448,87.136864,0,.26374793,.26374793,0,2809,3.9889841,7.9409399,1.7917595,1.0986123,.69314718,.37156355,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11210,5,1,6,1,3.3769,3.3769,0,2.46,49100,4200250,.27819672,-.36377752,0,0,31,1,1,1,0,0,1,0,0,0,0,2,3,1,1,1,1,1,2,0,545.2655,1.4938781,2408250,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33335,53081,80318,0,0,2,1,1,1,1,0,1,0,1,1,0,1,0,182635.2,0,1,.44924235,1,0,0,0,0,0,0,1,96.587448,87.136864,0,1.4763407,1.4763407,0,961,3.4657359,6.8690143,1.9459101,1.0986123,.69314718,1.2412686,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
11211,5,1,8,1,10.0408,8.0408001,0,1.8,196050,6757000,1.1028314,.094411388,0,0,41,1,1,1,9,0,1,0,0,1,1,2,3,1,1,1,1,1,6,1,726.96722,1.991691,3425000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33335,53081,80318,0,0,2,1,1,1,1,0,1,0,1,1,0,1,0,182635.2,0,0,.44924235,1,0,0,0,0,0,0,1,96.587448,87.136864,1,2.4015975,2.2017477,0,1681,3.7376697,7.4277387,2.1972246,1.0986123,.69314718,1.0296195,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1
11211,5,1,10,1,9,9,0,0,283900,3478000,.022118079,-.67479271,0,0,44,1,1,1,9,0,1,0,0,1,0,2,2,0,1,0,0,1,13,0,426.10172,1.1674019,3478000,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,33335,53081,80318,1,0,35,0,0,1,0,1,1,0,1,1,0,0,1,176621.91,0,0,-.51684743,0,1,0,0,0,0,1,0,108.4882,108.7188,0,2.3025851,2.3025851,0,1936,3.8066626,7.5688958,2.3978953,3.583519,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
11303,5,1,6,0,.0099999998,0,1,0,97350,1806500,-.2539731,-.76229304,0,0,51,1,1,1,0,0,1,0,0,0,0,2,2,2,1,1,1,2,4,0,354.15027,.97027469,1126500,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34331,54961,81653,0,0,2,1,1,0,1,0,0,0,1,1,1,1,1,182635.2,0,1,.42093468,1,0,0,0,0,0,0,1,96.586594,87.085907,0,.0099503305,0,0,2601,3.9512436,7.8640356,1.9459101,1.0986123,.69314718,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11303,5,1,7,0,.079999998,0,1,0,66900,1733500,-.16184019,-.81011909,0,0,54,1,1,1,0,0,1,0,0,1,1,0,1,1,2,2,3,3,3,0,447.15506,1.2250824,1393500,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34331,54961,81653,0,0,3,3,3,1,1,0,1,1,0,0,1,0,0,176621.91,0,1,-.48078552,0,1,0,0,0,0,1,0,108.28389,108.64491,0,.07696104,0,0,2916,4.0073333,7.9783111,2.0794415,1.3862944,1.3862944,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
11306,5,1,4,0,.5,0,1,0,199500,5694000,2.017282,.48903084,0,0,28,1,1,1,9,9,1,0,0,1,1,0,1,1,2,2,3,3,9,0,1720.9553,4.7149463,3348000,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,34331,54961,81653,0,0,3,3,3,0,,,,,,,,,,176621.91,0,1,-.48078552,0,1,0,0,0,0,1,0,108.28389,108.64491,0,.4054651,0,2.3025851,784,3.3672957,6.6656837,1.6094379,1.3862944,1.3862944,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
11308,5,1,7,0,1.5968001,0,1,.62,99500,6179500,1.0191953,.023578439,0,0,27,1,1,1,9,9,1,0,0,0,1,2,2,2,1,1,1,2,4,0,611.95599,1.6765918,5159500,1,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34331,54961,81653,0,1,2,1,1,1,1,0,1,0,1,1,1,1,1,182635.2,0,1,.42093468,1,0,0,0,0,0,0,1,96.586594,87.085907,0,.95427996,0,2.3025851,729,3.3322046,6.5930448,2.0794415,1.0986123,.69314718,.48242617,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0
11309,5,1,4,1,3,3,0,0,73850,2185000,-.17022187,-.73728979,0,0,55,1,1,1,0,0,1,0,0,0,0,2,2,2,1,1,1,2,3,0,663.95087,1.8190435,1505000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34331,54961,81653,0,0,2,1,1,0,1,0,1,1,0,1,0,1,0,182635.2,0,1,.42093468,1,0,0,0,0,0,0,1,96.586594,87.085907,1,1.3862944,1.3862944,0,3025,4.0253515,8.0149965,1.6094379,1.0986123,.69314718,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
11310,5,1,4,1,.69999999,.40000001,0,0,107550,1373000,-.25627589,-.79684556,0,0,37,1,1,1,0,0,1,0,0,0,0,2,2,2,1,1,1,2,3,0,543.12732,1.4880201,353000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34331,54961,81653,0,0,2,1,1,1,1,0,1,0,1,1,0,1,0,182635.2,0,1,.42093468,1,0,0,0,0,0,0,1,96.586594,87.085907,0,.53062826,.33647224,0,1369,3.6375861,7.2225661,1.6094379,1.0986123,.69314718,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
11312,5,1,10,1,1.6763,.84000003,0,.60000002,122050,6374500,1.1883166,.062376931,0,0,39,1,1,1,0,0,1,0,0,0,1,2,2,2,1,1,1,2,5,0,346.32108,.94882488,3815500,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34331,54961,81653,0,0,2,1,1,0,1,0,1,1,0,1,0,1,0,182635.2,0,1,.42093468,1,0,0,0,0,0,0,1,96.586594,87.085907,0,.98443526,.60976559,0,1521,3.6888795,7.3277807,2.3978953,1.0986123,.69314718,.47000363,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
11401,5,1,8,1,3,3,0,.2,87500,4568000,.25693202,-.39025351,0,0,57,1,1,1,0,0,1,0,0,0,1,0,1,0,1,15,1,2,3,0,273.22623,.74856502,4228000,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,0,0,0,0,6,1,1,0,1,0,0,1,0,0,0,182635.2,1,1,.72770894,1,0,0,0,0,0,0,1,102.80379,96.686317,0,1.3862944,1.3862944,0,3249,4.0604429,8.0864105,2.1972246,0,1.9459101,.18232156,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
11401,5,1,12,1,102.3594,99.999901,0,3.22,254500,5156500,1.476758,.18295498,0,0,60,1,1,1,10.5,0,1,0,0,0,1,0,0,0,11,15,0,2,11,0,400.12509,1.0962331,2980500,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,176621.91,0,0,.53346181,0,1,0,0,0,0,0,1,117.54452,122.236,0,4.6382122,4.6151195,0,3600,4.1108737,8.1889668,2.5649493,0,0,1.4398352,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
11402,5,1,10,1,7.0858002,7.0858002,0,.5,133500,7648500,.74022561,.026340395,0,0,35,1,1,1,0,0,1,0,0,1,1,0,1,0,1,15,1,2,4,0,196.51634,.53840095,1539875,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,1,0,0,0,6,1,1,0,1,0,0,0,0,0,1,182635.2,1,0,.72770894,1,0,0,0,0,0,0,1,102.80379,96.686317,0,2.0901093,2.0901093,0,1225,3.583519,7.1115122,2.3978953,0,1.9459101,.4054651,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11402,5,1,4,0,5.1747999,0,1,1.85,264550,3742500,.49772877,-.31505483,0,1,33,1,1,1,0,0,1,0,0,1,1,0,0,0,11,15,0,2,12,0,1332.769,3.651422,2892500,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,176621.91,0,1,.53346181,0,1,0,0,0,0,0,1,117.54452,122.236,0,1.8204765,0,0,1089,3.5263605,6.9939332,1.6094379,0,0,1.0473191,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
11403,5,1,13,1,2.6308,2.6308,0,.40000001,169850,2655000,-.13524696,-.6480633,0,0,40,1,1,1,0,0,0,0,0,1,1,0,1,0,1,15,1,2,6,0,211.45999,.57934242,2655000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,0,0,0,0,6,1,1,0,1,0,1,1,1,0,1,182635.2,1,1,.72770894,1,0,0,0,0,0,0,1,102.80379,96.686317,0,1.289453,1.289453,0,1600,3.713572,7.3783836,2.6390574,0,1.9459101,.33647224,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
11403,5,1,13,0,203.6991,0,1,1.05,332500,5984500,1.402723,.14047249,0,0,53,1,1,1,10.5,0,1,0,0,1,1,0,0,0,11,15,0,2,14,0,421.29816,1.1542416,3829500,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,176621.91,0,1,.53346181,0,1,0,0,0,0,0,1,117.54452,122.236,0,5.3215413,0,0,2809,3.9889841,7.9409399,2.6390574,0,0,.71783978,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
11404,5,1,4,1,8,8,0,0,96000,2510000,-.17739408,-.69851637,0,0,27,1,1,1,0,0,1,0,0,0,1,0,1,0,1,15,1,2,4,0,640.19019,1.7539457,2170000,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,0,0,0,0,6,1,1,0,1,0,1,1,1,1,1,182635.2,0,0,.72770894,1,0,0,0,0,0,0,1,102.80379,96.686317,0,2.1972246,2.1972246,0,729,3.3322046,6.5930448,1.6094379,0,1.9459101,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
11404,5,1,6,1,3.0727,3.0727,0,.56,161800,1392000,-.13540627,-.78966159,0,0,30,1,1,1,0,0,0,0,0,0,1,0,0,0,11,15,0,2,6,0,156.62242,.42910251,1392000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,176621.91,1,1,.53346181,0,1,0,0,0,0,0,1,117.54452,122.236,0,1.4043062,1.4043062,0,900,3.4339871,6.8035054,1.9459101,0,0,.44468582,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
11406,5,1,3,1,8,8,0,0,112750,8457000,1.5578635,.35613328,0,0,32,1,1,1,9,9,1,0,0,1,1,0,1,0,1,15,1,2,4,0,714.30426,1.956998,4037000,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,0,0,0,0,6,1,1,0,1,0,1,1,0,1,0,182635.2,0,0,.72770894,1,0,0,0,0,0,0,1,102.80379,96.686317,0,2.1972246,2.1972246,2.3025851,1024,3.4965076,6.9324479,1.3862944,0,1.9459101,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
11406,5,1,4,0,8.6542997,0,1,.30000001,137000,1638000,1.736635,.37522131,0,0,35,1,1,1,10.5,9,1,0,0,1,1,0,0,0,11,15,0,2,6,0,827.52917,2.2672033,4893000,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,176621.91,0,1,.53346181,0,1,0,0,0,0,0,1,117.54452,122.236,0,2.2674034,0,2.3025851,1225,3.583519,7.1115122,1.6094379,0,0,.26236427,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0
11407,5,1,6,1,3.4967999,3.4967999,0,0,96000,2268500,-.24026024,-.70964587,0,1,40,1,1,1,11,12,0,0,0,0,1,0,1,0,1,15,1,2,4,0,329.79083,.9035365,2268500,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,0,0,0,0,6,1,1,0,0,0,1,1,1,1,1,182635.2,0,1,.72770894,1,0,0,0,0,0,0,1,102.80379,96.686317,0,1.503366,1.503366,2.5649493,1600,3.713572,7.3783836,1.9459101,0,1.9459101,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
11407,5,1,5,0,2.6222999,0,1,.1,214500,701500,-.35735121,-.95610815,0,1,43,1,1,1,10.5,0,1,0,0,0,1,0,0,0,11,15,0,2,10,0,966.39594,2.64766,701500,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,176621.91,0,1,.53346181,0,1,0,0,0,0,0,1,117.54452,122.236,0,1.2871091,0,0,1849,3.7841897,7.5229411,1.7917595,0,0,.095310181,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
11408,5,1,12,1,3.1887,3,0,.69999999,303000,3808000,.19094962,-.51270491,0,0,55,1,1,1,0,0,1,0,0,0,1,0,1,0,1,15,1,2,11,0,230.79871,.63232523,1598000,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,0,0,0,0,6,1,1,0,1,0,0,1,0,0,1,182635.2,1,1,.72770894,1,0,0,0,0,0,0,1,102.80379,96.686317,0,1.4323905,1.3862944,0,3025,4.0253515,8.0149965,2.5649493,0,1.9459101,.53062826,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0
11408,5,1,12,0,11.035501,0,1,1.1,270000,3084250,-.032835145,-.68181276,0,0,58,1,1,1,0,0,1,0,0,0,1,0,0,0,11,15,0,2,12,0,481.05853,1.3179686,2744250,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51181,93787,143211,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,176621.91,0,1,.53346181,0,1,0,0,0,0,0,1,117.54452,122.236,1,2.4878607,0,0,3364,4.0775375,8.1211834,2.5649493,0,0,.74193734,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1
11409,5,1,10,1,4.9885001,4.9885001,0,1.7,156000,5808000,.35801384,-.35781032,0,0,35,1,1,1,9,0,1,0,0,0,1,0,1,0,1,15,1,2,6,0,260.30664,.71316886,3598000,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,0,0,0,0,6,1,1,0,0,0,1,1,1,1,1,182635.2,1,1,.72770894,1,0,0,0,0,0,0,1,102.80379,96.686317,0,1.7898409,1.7898409,0,1225,3.583519,7.1115122,2.3978953,0,1.9459101,.9932518,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0
11409,5,1,12,0,4.8020997,0,1,1.73,237250,3518500,.36446497,-.56867963,0,0,38,1,1,1,0,0,1,0,0,0,1,0,0,0,11,15,0,2,10,0,425.06564,1.1645634,2933500,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,176621.91,0,1,.53346181,0,1,0,0,0,0,0,1,117.54452,122.236,0,1.7582198,0,0,1444,3.6635616,7.2758646,2.5649493,0,0,1.0043017,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0
11410,5,1,19,1,3,3,0,1.5,426900,7141800,1.1452038,.096536189,0,0,47,1,1,1,9,0,1,0,0,1,1,0,1,0,1,15,1,2,15,0,327.57019,.89745259,3163800,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51181,93787,143211,0,0,0,0,6,1,1,0,0,0,1,1,1,1,1,182635.2,0,1,.72770894,1,0,0,0,0,0,0,1,102.80379,96.686317,1,1.3862944,1.3862944,0,2209,3.871201,7.700748,2.9957323,0,1.9459101,.91629076,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
11410,5,1,5,0,11.194099,0,1,1.62,333500,1339000,-.26500383,-.88530976,0,0,50,1,1,1,12,0,1,0,0,0,1,0,0,0,11,15,0,2,10,0,682.90033,1.8709598,999000,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51181,93787,143211,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,176621.91,0,1,.53346181,0,1,0,0,0,0,0,1,117.54452,122.236,0,2.5009522,0,0,2500,3.9318256,7.8244457,1.7917595,0,0,.96317434,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0
11411,5,1,10,1,1,1,0,.64999998,180750,3197700,.054862451,-.54479128,0,0,41,1,1,1,0,0,1,0,0,0,1,0,1,0,1,15,1,2,6,0,469.85788,1.2872819,2517700,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,51181,93787,143211,0,0,0,0,6,1,0,0,0,0,1,1,0,0,1,182635.2,0,1,.72770894,1,0,0,0,0,0,0,1,102.80379,96.686317,0,.69314718,.69314718,0,1681,3.7376697,7.4277387,2.3978953,0,1.9459101,.50077528,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
